lead, nitrogen oxides, total hydrocarbons, dioxins and furans
0.17,93.72,29.87,0.37
0.09,95.92,23.34,0
0.15,140.74,18.66,0
0.15,0,0,0
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
